Position	beta	iHS	nSL	XP-EHH	DDAF	Noise1	Noise2	Noise3
500000.0	0.0	2.57457	-998	-998	1.51079001368	0.567341899569	0.7164389608	3.52683037274
500000.0	-998	-998	2.4894	2.73137	-998	0.729662622834	4.80491096731	16.2292222789
500000.0	5.675172	4.83774	2.62207	-998	-998	0.563066578154	0.41905712968500003	16.663276423800003
500000.0	-998	4.87277	-998	2.76418	1.48802736837	0.026917089030900003	7.67578431376	1.6479691695299998
500000.0	0.0	-998	2.26187	2.22427	-998	-0.796922460189	-13.504772595599999	-8.639767923439999
500000.0	-0.439486	-998	1.21255	1.1704299999999999	-998	1.4594135715600003	7.29006798463	16.8313463094
500000.0	-0.075163	3.62583	-998	-998	1.6549534340099998	-0.09527089782439999	7.0784492107500006	-20.6767010626
500000.0	0.0	4.68386	2.9052700000000002	-998	-998	-0.40936303950999997	2.5507393880099998	5.17549758749
500000.0	-0.152254	-998	1.08181	1.16086	-998	0.9551691935150001	-3.50166437627	8.63277155762
500000.0	-998	4.40411	-998	2.08296	-998	0.25578381160999997	0.7231967464489999	12.3723199796
500000.0	0.185151	4.26058	-998	1.95935	-998	1.1522676266	-1.02315459369	3.6702299796499998
500000.0	-0.029289	-998	1.9358799999999998	-998	-998	1.48437028151	-2.42156074126	10.6358642061
500000.0	1.168748	-998	-998	1.59574	-998	-0.867345287147	5.705574836819999	0.367381978245
500000.0	-998	3.7160300000000004	2.04359	-998	-998	0.591413129595	5.24547979828	8.90098883367
500000.0	-998	5.7100599999999995	-998	3.38895	1.67771607932	0.653688095219	1.4803066007799999	6.57713295609
500000.0	-998	3.44858	2.45284	-998	1.6246032402500001	-1.7817732490599998	-1.1484690255399999	-40.5206251934
500000.0	-998	4.32351	-998	2.08985	-998	-1.2300253070799998	0.63694887036	-3.03487200862
500000.0	-998	4.877269999999999	3.00894	-998	1.56390285275	1.1988363997799998	-0.892194538028	14.5068572792
500000.0	0.9914379999999999	5.55706	2.1098	-998	-998	-0.591886207416	1.6393324509600002	8.66887738648
500000.0	-998	4.39865	-998	0.568365	-998	-0.47806626662600005	11.089960612899999	6.106186929400001
500000.0	-0.167946	3.18899	-998	1.5228700000000002	-998	-1.4409767672999998	-4.6195790969	-6.841401626980001
500000.0	-0.239848	-998	-998	-998	1.57149040119	0.159912498362	1.6113273323	-12.5718439548
500000.0	-998	-998	1.79594	1.03672	-998	0.285709243555	2.0385003021	-16.240438898599997
500000.0	0.0	-998	3.48296	-998	-998	0.41125424574	3.35426568932	5.85978156148
500000.0	-998	5.483230000000001	1.96097	-998	-998	-0.19172286197799998	-3.6366692041400004	-11.367709297000001
500000.0	-998	-998	1.03158	1.8229400000000002	-998	-0.195654187741	0.238289996126	14.456028655699999
500000.0	0.0	-998	-998	-998	1.63977833713	-0.831941009459	-0.619880319938	9.70167790099
500000.0	-998	-998	-998	1.50082	1.6549534340099998	0.252264998442	-1.49860968701	12.984436414100001
500000.0	0.0	-998	1.73806	-998	1.68530362776	0.419817705487	-5.373989605669999	-24.459238464000002
500000.0	-998	3.15279	-998	2.2082	1.60942814338	1.08795368311	4.455449925430001	11.3542782908
500000.0	-998	-998	1.76962	-998	1.51079001368	-1.32459978564	1.9838252652500001	0.824393861982
500000.0	0.0	-998	-998	2.58453	-998	0.667218243933	0.7332063719399999	1.23794435256
500000.0	-0.294777	-998	2.24923	-998	-998	-2.02981752244	3.37568250427	-11.229015784400001
500000.0	-998	-998	2.12469	1.4732399999999999	1.6321907886899998	1.51524628395	4.76314029617	-1.9303448069999998
500000.0	-998	3.3277099999999997	-998	2.01329	1.6928911762	1.9034438906599997	0.559559537383	-4.978284908319999
500000.0	0.054799	-998	-998	2.23818	-998	-1.0938197259	1.70735008663	-1.2163602499500001
500000.0	0.35349899999999995	-998	1.56361	1.20797	-998	-0.36370419289899997	-0.727714232167	-14.631438409200001
500000.0	-0.135178	-998	-998	2.8399099999999997	-998	-0.22333657398499998	-2.9992650218	-7.31798955925
500000.0	-998	4.3669	-998	0.104048	1.56390285275	-0.7478807913459999	-3.4447689717800003	16.145673051
500000.0	-0.27063000000000004	-998	-998	2.6844900000000003	1.67012853088	-1.0934567711299998	-7.17999906778	1.7676923662200001
500000.0	0.328529	-998	-998	1.86346	-998	-0.898928267161	7.203619021160001	7.6809748213499995
500000.0	-0.09586599999999999	-998	2.18771	-998	-998	-0.521331960034	-0.609903995427	-3.9416985795899997
500000.0	-998	-998	2.13235	1.61008	1.5183775621200002	-1.07848527908	7.361653554339999	3.1149349704400002
500000.0	0.382458	3.5835	2.54422	-998	-998	1.57184017312	-0.062047847728399996	0.695216457243
500000.0	-998	5.24705	3.24154	-998	-998	0.8907334007269999	-4.856869509709999	-19.574603513099998
500000.0	-998	-998	1.1401700000000001	1.47222	-998	0.520162196286	3.9007122867199997	20.0051298021
500000.0	-0.0135	-998	1.24004	2.7526200000000003	-998	0.222062466956	0.030017180070700002	2.22595043233
500000.0	-0.579512	4.15115	-998	-998	1.6625409824500001	-1.0415649564700002	-3.4301213942400004	21.9142778314
500000.0	0.0	4.59296	-998	2.15061	-998	0.24755394537300002	-2.34143465143	0.17498343430799998
500000.0	0.090802	-998	1.83578	-998	1.46526472305	2.35939109435	1.3891071267700001	-7.458374288350001
500000.0	-0.128126	-998	-998	0.858611	1.07071220426	0.6863778238410001	0.247283504191	-8.25076308577
500000.0	0.364151	-998	-998	0.5442060000000001	1.54114020743	0.0265220488228	-1.5862287229299998	-8.53624834679
500000.0	-998	-998	-998	2.3486599999999997	1.6928911762	-2.16439312958	-2.70434181552	-9.47193537645
500000.0	-0.141104	6.10008	-998	-998	-998	1.17376191041	-6.27530541101	25.707912702399998
500000.0	-998	4.8832	1.5743	2.781	-998	0.38234770380800004	0.32668957693100004	18.6205282805
500000.0	-998	-998	1.8605200000000002	2.2488200000000003	-998	0.309909165571	0.465333032684	15.0116072841
500000.0	1.407432	3.87931	2.0253200000000002	-998	-998	1.0439690082	1.91819483789	2.98818670736
500000.0	0.0	4.07219	2.50296	-998	-998	-0.45427017519900004	8.11724463666	1.57300855357
500000.0	-998	4.76989	-998	-998	1.6321907886899998	1.18621437172	5.4710188538499995	21.2201659929
500000.0	-0.15098	5.08295	-998	-998	1.73841646683	-0.14627743846799998	2.7178688067000003	-17.8814898046
500000.0	-998	-998	1.7253599999999998	1.81276	1.6473658855700002	-1.08272832091	0.252645491088	-6.071733427459999
500000.0	-998	-998	1.46381	2.74268	1.80670440277	-0.39948747983499994	0.626387519397	10.5986660625
500000.0	-998	3.5389199999999996	1.7398799999999999	-998	1.7763542090200002	0.9707838859639999	-11.5371667731	14.932758484
500000.0	0.0	-998	2.4574700000000003	0.2664	-998	0.730646115018	5.67576240375	-14.5841267243
500000.0	0.0	-998	3.15207	2.17691	-998	-0.575357426214	6.56361103022	-23.237198634200002
500000.0	-998	3.64702	2.54584	0.5302	-998	2.2690491517	0.26675648033599997	7.382004054049999
500000.0	1.9639380000000002	4.49073	-998	1.4468299999999998	-998	1.2915623929	-5.3225352754	-3.1699143990499996
500000.0	-998	3.4037800000000002	-998	-998	1.40456433554	-0.512989937707	2.0743823896799998	-5.83311945441
500000.0	-998	3.8210800000000003	-998	1.14046	1.6625409824500001	-1.2544585908299999	-1.55322803317	30.2102807119
500000.0	-0.298265	5.07825	-998	-998	1.73082891839	0.291668592094	-3.4206344102099995	33.844438941
500000.0	-998	-998	2.44421	2.18986	1.45767717461	0.539242647893	4.748956441640001	5.19647837793
500000.0	0.301748	3.8315699999999997	-998	1.8778700000000002	-998	-0.663478079263	0.0515949398325	8.472090401900001
500000.0	0.0	-998	2.805	2.82837	-998	0.382317818083	-3.7968148529000003	21.8775569295
500000.0	-998	4.03255	-998	2.16547	1.71565382151	-1.28225206034	5.50811530268	-19.773825612
500000.0	-998	3.72868	0.8191390000000001	-998	-998	0.655614918121	5.66442536136	-16.6817129925
500000.0	0.540623	5.4233400000000005	-998	-998	-998	0.11631705333100001	1.3392837105500002	-3.97672966929
500000.0	0.0	-998	-998	0.8675700000000001	1.5183775621200002	0.82447317995	-1.5635512253400001	-21.5469671083
500000.0	-998	-998	2.37394	2.2717400000000003	1.5942530465	0.0722388593353	-3.26341435592	-10.3600760989
500000.0	-998	-998	-998	2.2338299999999998	1.55631530431	0.588389911764	-1.63848485982	-30.061938697
500000.0	-998	-998	1.9779	2.53685	-998	-0.779477544757	-0.464770908674	3.92470938074
500000.0	0.437615	3.68431	-998	-998	-998	-0.8838890581540001	-1.25981873946	9.38368294901
500000.0	-998	3.4483800000000002	1.61845	1.06679	-998	-1.12859099051	7.643971291060001	4.9845088399
500000.0	-998	5.05481	2.6419099999999998	-998	-998	0.085781014734	1.47552936437	-5.575055366980001
500000.0	-998	4.5212699999999995	2.48622	-998	1.57907794962	-0.204990114441	1.15008725477	4.268314595530001
500000.0	1.0056049999999999	5.1853	2.2680000000000002	-998	-998	-0.9782719004880001	2.39609316605	3.82401109458
500000.0	-998	3.4177400000000002	1.67402	-998	-998	-0.156559172887	3.5531438794	8.828210179289998
500000.0	-998	-998	3.1736	2.00454	-998	0.6358332737569999	-6.28978074051	-8.697509156
500000.0	-998	3.5539300000000003	-998	-998	0.44853323232299996	-0.230870103083	1.16561741821	-9.349813031930001
500000.0	-998	4.56625	1.96137	-998	1.44250207774	-0.640901839036	2.36103427273	22.762760638899998
500000.0	-998	-998	1.67492	-998	1.61701569182	0.88546483357	6.081767370680001	-24.3227464989
500000.0	1.057668	-998	-998	1.4691	-998	-0.892677838822	1.36433192735	12.4868928501
500000.0	-0.257652	-998	1.6658400000000002	-998	-998	1.4179482131999999	-7.474852647560001	-23.2327780973
500000.0	2.007175	3.4987199999999996	1.01314	-998	-998	-0.18249617800700002	-4.68034549635	-15.947405856500001
500000.0	-998	-998	3.03016	2.41946	1.56390285275	0.8899008239299999	4.948953292440001	8.62751755759
500000.0	-0.279917	3.43981	-998	-998	-998	1.17670117801	8.57787361958	5.42036108125
500000.0	-998	3.12851	-998	-998	1.60942814338	-0.421283266721	2.3288864501299997	-16.4336432453
500000.0	0.0	-998	3.02608	-998	-998	2.60715302164	5.429006374759999	-1.52475218855
500000.0	-998	-998	2.28943	0.44486899999999996	1.6473658855700002	-2.36991550125	-1.81854592093	11.957003453599999
500000.0	0.6341600000000001	4.4254	-998	-998	1.55631530431	-0.28945981829399997	6.009065682339999	16.3613607212
500000.0	-998	-998	-998	1.85152	1.60942814338	-0.903717438624	-3.4489441828300005	2.0159010551599996
500000.0	-998	-998	2.01506	1.2766600000000001	1.56390285275	-2.42949651481	-2.6633483560799998	12.272925539600001
500000.0	-998	-998	1.74311	1.73948	1.68530362776	0.185990096944	5.02250146764	2.20073412938
500000.0	-998	3.79699	1.0829	2.27913	-998	-0.508848710487	13.7368096332	-23.794532319
500000.0	-0.563127	5.18072	-998	-998	-998	-0.372742038018	5.6853514908500005	8.33953211545
500000.0	1.231079	-998	-998	-998	1.6018405949399999	-1.10108049599	-4.08746080538	7.154114550239999
500000.0	0.8525370000000001	3.99575	-998	2.02133	-998	1.09713262733	7.941795182330001	-4.30974703689
500000.0	2.6065549999999997	-998	-998	2.69944	1.6928911762	0.658876204207	2.59639640833	-17.8405992171
500000.0	-998	3.1080400000000004	-998	1.14295	1.6018405949399999	-1.70850636227	5.022993757669999	-0.559981432372
500000.0	0.0	-998	1.23015	-998	-998	-1.2046989475299998	-5.56465038227	20.0927048276
500000.0	-0.309813	-998	-998	1.9180400000000002	1.70047872464	-0.577699587137	3.56802380415	-8.946267418189999
500000.0	-998	2.8691299999999997	-998	-998	1.58666549806	0.12575089338099998	2.25900588996	6.53793161477
500000.0	-998	4.8661	-998	-998	1.6321907886899998	-1.14433283389	0.95435781239	-17.581756364500002
500000.0	-998	-998	1.66445	2.4547	-998	1.8023773551900002	8.55163075081	-24.0208015819
500000.0	-998	4.52952	2.85121	1.47348	-998	1.32933743876	2.1221246043799997	14.6142227171
500000.0	0.0	-998	2.50457	-998	1.54114020743	-1.21427560644	5.250533900580001	2.44015176466
500000.0	-998	-998	2.3056799999999997	1.87832	-998	-1.17576242413	1.1762214284999999	2.08090093303
500000.0	-998	-998	0.212484	-998	1.42732698086	-0.0052364345534799996	5.46272611579	-46.028417661499994
500000.0	-0.084913	-998	-998	2.74315	1.57907794962	-1.10964491648	0.30034319323	19.1861573228
500000.0	-0.144341	-998	-998	-998	0.224700553394	-0.450014266692	-6.81730703582	1.4879063058700002
500000.0	-998	3.6508300000000005	2.2660099999999996	-998	-998	1.1835635727399998	12.8343905375	24.592772894499998
500000.0	-998	-998	3.13329	0.901684	1.5183775621200002	0.24285450479899998	-9.11442265854	4.70112662458
500000.0	-998	3.9580699999999998	-998	1.69737	1.4956149168000001	-0.633637677249	7.73554276541	9.55302083493
500000.0	-998	4.115130000000001	2.21628	-998	-998	-0.540117258537	5.42464429181	9.94271960141
500000.0	0.0	4.5736	-998	-998	1.6246032402500001	2.43075565032	-1.23271915201	6.61849317171
500000.0	-998	-998	-998	3.0226599999999997	1.73841646683	1.00871660365	4.4657342218	-9.56242245552
500000.0	1.459692	-998	-998	2.08914	1.6549534340099998	0.15362153556299998	7.50822834034	-36.6650297872
500000.0	-0.29843200000000003	4.99108	-998	-998	1.5942530465	0.123284913249	-1.3337462651899998	7.625689989910001
500000.0	-998	3.2025200000000003	1.05703	-998	-998	2.50418642557	4.93207844668	-7.3152324561
500000.0	-998	-998	3.04976	-998	1.71565382151	-0.476889408947	-2.85947937093	17.3232893661
500000.0	1.519491	-998	-998	1.35566	-998	-0.512122452301	-1.4683519213	-21.435484529300002
500000.0	-998	4.4622	-998	2.62554	-998	-0.062210044977699996	-0.677802694443	0.810368904137
500000.0	-998	5.49426	2.92026	-998	-998	-0.569462680638	0.741615981811	3.8841387284199995
500000.0	-998	-998	2.64958	1.53754	1.5259651105599998	0.8284528291490001	-3.42124383598	28.753303375399998
500000.0	-998	3.7067	2.94107	-0.557275	-998	-0.35181853452699996	9.3262246933	-11.7303249006
500000.0	-0.188096	5.36005	-998	-998	1.8294670480900002	-0.9622460855670001	-0.273416439008	5.88465080863
500000.0	-998	4.48361	1.5687200000000001	-998	1.5183775621200002	-0.69319758083	11.2438182247	21.9451363299
500000.0	-998	-998	3.09972	-998	1.6928911762	-0.186631139547	-3.70861277542	-11.773039817699999
500000.0	-0.379422	-998	-998	-998	1.5183775621200002	-1.04440158819	1.07766560266	15.8307917663
500000.0	-998	3.90789	1.88917	1.7599	-998	0.9947296777399999	-4.948199536830001	0.122779463457
500000.0	-0.29557100000000003	3.57536	-998	-998	-998	1.05836046957	3.9021298245	1.03666566355
500000.0	-998	-998	-998	-0.0927877	1.4956149168000001	1.5505448108700002	0.6908968967560001	5.00150272672
500000.0	-998	-998	1.8513099999999998	2.25197	1.6928911762	2.15491100742	3.21083037948	-5.64232241711
500000.0	-998	-998	2.80183	2.3006	-998	-0.910434880024	1.60369578898	19.1037083184
500000.0	1.171383	-998	3.31356	1.00032	-998	-0.570844979419	-6.950313081539999	4.542891873069999
500000.0	-998	-998	1.8499700000000001	-998	1.56390285275	0.343698586087	-4.42324039762	-1.1167511389799998
500000.0	0.0	-998	-998	2.10075	1.48802736837	0.914308629339	1.74078633597	4.13487579798
500000.0	3.735035	-998	-998	2.32125	-998	0.19465353200899999	0.18703616881299998	-4.152871853730001
500000.0	-998	5.52466	-998	-998	1.6246032402500001	-1.5020378613799998	4.95591993508	-41.7482832511
500000.0	0.766367	4.88665	-998	-998	1.48043981993	0.538512674369	-6.60177069609	24.854984192
500000.0	-998	-998	1.54262	-998	1.3438639480399999	-0.12364678809	11.3115486874	17.3952630166
500000.0	-998	4.007219999999999	-998	-998	1.4956149168000001	0.575782790891	6.30338903125	-17.8040107315
500000.0	-998	4.935309999999999	-998	2.09964	1.40456433554	-0.027251265356200004	2.75522263861	-10.9790736483
500000.0	-998	5.54176	2.13956	2.47927	-998	-0.385901092506	-0.253891997749	-18.5929383543
500000.0	-998	-998	1.77748	1.22926	1.18452543083	0.464905069903	8.25263365537	-9.82250761628
500000.0	-998	-998	2.4549	-998	1.46526472305	0.458471467486	-2.29704079968	-9.258909935830001
500000.0	-998	5.44953	-998	-998	1.63977833713	-0.684141462316	0.107814109712	13.285607716500001
500000.0	-998	-998	1.8930099999999999	1.93196	-998	-2.3367648507900003	-5.27665650378	-2.0282477907
500000.0	0.273877	4.97029	-998	0.243364	-998	1.10394236347	4.588086892290001	5.48175993681
500000.0	-998	5.4808	2.60648	-998	-998	1.49199610537	1.41809802266	-2.0254498656599997
500000.0	-998	-998	-998	1.4130200000000002	1.16935033396	-0.245281031717	3.0404744698500004	17.9194417817
500000.0	-998	-998	-998	3.79651	1.70047872464	-0.528085226311	-4.51484429949	11.765029307999999
500000.0	0.723409	4.1974599999999995	1.22033	-998	-998	0.6572123747909999	1.8444481001400004	6.579257854400001
500000.0	-0.44649799999999995	-998	-998	2.31733	-998	-0.0428771919128	1.6047320526	-19.6555679472
500000.0	-998	-998	2.23081	-998	1.5942530465	0.48738788547300005	6.55415127093	5.49772297916
500000.0	-0.14566300000000001	4.73013	1.75847	-998	-998	-0.900320528415	4.37207195126	14.0526559927
500000.0	-0.09715399999999999	3.6821599999999997	-998	0.183443	-998	-1.19257848982	4.79657978648	-11.6186573259
500000.0	-998	4.79315	2.13573	-998	1.38180169023	0.558281822637	4.4912963260500005	-13.5673347655
500000.0	0.0	-998	-998	-998	1.0782997527	0.08946954349	2.83687758493	-6.35617427366
500000.0	0.875166	5.60467	1.49832	-998	-998	-1.36210697019	4.11450311815	2.4397507339099995
500000.0	-0.15224300000000002	-998	-998	3.6577699999999997	-998	-0.6816858493019999	14.2641965133	-23.640076403200002
500000.0	-0.14818800000000001	-998	1.1454	-998	1.32868885116	-1.17073108266	-0.160596228044	-11.7760885135
500000.0	-998	-998	1.89802	3.11159	1.55631530431	0.49090794877800004	5.19032023055	-12.043182073299999
500000.0	-0.07349800000000001	3.54282	-998	-998	-998	-0.609103127628	3.53855972251	26.855674144
500000.0	-998	5.12643	-998	2.5705400000000003	-998	0.424747727393	5.060421745169999	-3.8279085109
500000.0	-0.37657199999999996	-998	-998	-998	1.67771607932	-0.213932104938	0.8710684367209999	-2.50760352073
500000.0	-998	4.92966	-998	2.98219	-998	-0.173877970998	-4.712806713	-25.772883037899998
500000.0	2.038612	2.60129	1.6245399999999999	-998	-998	-1.2091089651	-3.52625977705	18.0541565756
500000.0	0.56333	-998	-998	4.07482	-998	-0.267292826592	6.56253086624	-0.49014463647600004
500000.0	-998	5.07241	-998	-998	1.4956149168000001	1.4568480899899998	-3.3118567256299998	-30.0816445992
500000.0	0.790849	6.59852	-998	2.19749	-998	0.8231760697920001	-3.4101081838800003	11.1805399251
500000.0	-0.7486149999999999	4.8057300000000005	-998	2.4262900000000003	-998	-1.06725399805	8.332602104600001	-3.0643173572699998
500000.0	-998	-998	1.382	2.98358	-998	1.35958484568	-2.69115874178	-21.7316226569
500000.0	-998	5.00981	-998	-998	1.42732698086	0.322436203498	2.6234232958700003	34.2454413144
500000.0	-998	-998	-998	2.03685	1.3893892386700002	-0.849747250552	-0.9516562954109999	24.8143010716
500000.0	0.0	-998	-0.325945	1.34376	-998	0.676242362625	-1.24060994987	14.454108400299999
500000.0	-998	5.74403	-998	-998	1.3438639480399999	0.876246656473	1.3644898226	-12.219262318599998
500000.0	-998	-998	2.8049	-998	1.5942530465	-3.0065027637	3.7186804573800005	8.61988336101
500000.0	0.058487	-998	1.84352	-1.00593	-998	-1.3020814360600002	5.8776143653799995	-5.57968080781
500000.0	-998	-998	2.25042	0.32645	1.27557601209	-0.217113646814	-13.7839879328	18.587875176
500000.0	0.0	-998	1.63163	2.18763	-998	-0.11595411766699999	-0.8690004433740001	-6.954920896569999
500000.0	-0.092226	-998	-998	2.48991	1.44250207774	-0.640761523643	-6.7535843068800006	-17.0412631099
500000.0	-0.15217	-998	-998	0.96091	1.22246317303	0.0496723907111	5.737451227919999	-7.67881838133
500000.0	-998	6.677239999999999	-998	-998	1.6246032402500001	-1.03389282032	-2.60386430547	-3.86984410991
500000.0	-0.389403	-998	-998	-998	0.744447621415	-1.0465584802299999	-5.149806464719999	-0.19970433429200002
500000.0	-998	5.42695	2.80318	-998	-998	-2.8286482225	3.97813205886	3.249132999
500000.0	-998	-998	0.124627	2.36307	-998	0.0161197894709	2.24044196326	-6.70511138294
500000.0	-998	-998	1.85142	2.07036	1.58666549806	-0.6150139888	4.94965927161	19.098202899300002
500000.0	-0.16613699999999998	6.07394	-998	-998	-998	-1.16806984738	-4.67625736407	-7.76493777656
500000.0	-0.147628	-998	2.82281	-998	-998	0.662983990928	1.3725744471999999	-3.41092055369
500000.0	-0.37029	4.59287	1.58299	-998	-998	0.39574805597400003	-2.85335813653	5.64434911577
500000.0	0.0	-998	1.12646	-998	-998	-0.46095763701399994	6.6854848816	-16.9219338149
500000.0	-998	5.49884	-998	1.0851600000000001	-998	-1.8772331115099998	-6.46941915551	-11.196779113900002
500000.0	-998	3.70848	1.08265	1.51434	-998	1.22774536689	2.99134321378	16.805940029000002
500000.0	-998	-998	-998	2.12303	1.29833865741	0.387211322253	-6.91750365638	-8.35884119627
500000.0	-998	4.26589	-998	-998	1.27178223787	-1.6936601533899998	-2.06154495607	-15.3483465951
500000.0	0.0	-998	-998	2.43601	-998	0.699096732029	7.5351926233	10.562721824
500000.0	0.60707	-998	1.8072099999999998	-998	1.3666265933500001	0.728603944418	8.643118363460001	14.5591079424
500000.0	0.0	-998	3.0482099999999996	-998	1.5183775621200002	-0.9529881108759999	-2.1661577820200004	18.7987226444
500000.0	0.0	-998	2.29966	-998	-998	-1.84514814355	2.34839803841	10.971621669400001
500000.0	-0.143337	5.6576900000000006	-998	-998	1.2831635605299998	-1.93859883008	-6.62560708222	-13.319522413800001
500000.0	-0.15199300000000002	-998	1.36584	1.08287	-998	1.46265427246	9.16804439971	14.0390317281
500000.0	-0.145504	-998	-998	1.50573	1.4349145293	0.916595139538	-4.591788008419999	-8.47097313095
500000.0	-998	4.4786	-998	1.40893	1.41215188398	0.033130040638099996	2.56527875593	-6.57316466256
500000.0	-998	-998	0.5616720000000001	1.40734	-998	1.3817848586500001	-1.43792988814	11.279703041800001
500000.0	-0.293633	-998	-998	0.6728069999999999	1.29833865741	-1.13540853149	0.0719287167128	-8.88923033273
500000.0	-998	2.53799	1.03611	-998	-998	-0.787525655679	1.68264867681	18.8438665073
500000.0	-998	-998	1.3276700000000001	-998	1.0858873011399999	1.14795996779	-0.35964132885300004	11.962275565699999
500000.0	-0.00403	4.3632599999999995	-998	-998	-998	1.3797892894	-5.72210840764	6.40798019154
500000.0	-998	-998	2.27399	1.89631	1.32110130272	1.2639316698	9.333991527330001	27.1131111605
500000.0	-998	-998	-998	2.28075	1.2148756245899999	-0.570272312121	4.68668277094	-15.3067442218
500000.0	-998	-998	-998	1.6964599999999999	1.58666549806	-0.779694259745	-5.95889819248	-1.65807546157
500000.0	3.2240990000000003	-998	-998	2.474	1.2907511089700001	0.648838226463	5.58100001913	3.4712225030800004
500000.0	-998	-998	1.55625	-998	1.5183775621200002	0.812015293339	-0.7983650719200001	-17.718990066
500000.0	3.7800599999999998	-998	2.3371299999999997	-998	1.20728807615	-0.27012724549199996	0.956979481921	8.242105389339999
500000.0	4.388251	-998	-998	2.1509400000000003	-998	-0.553677743852	-6.010651888509999	-37.8915288225
500000.0	-998	-998	1.4429100000000001	-998	1.39697678711	-1.3211270137	6.94269404984	6.3019918949000004
500000.0	0.28374699999999997	5.17331	-998	-998	1.46526472305	0.527403072547	4.058461171549999	-17.9945387287
500000.0	-998	4.07592	2.3152	-998	-998	-0.980238684694	1.18277242337	-13.0992584324
500000.0	-998	5.010190000000001	2.86312	1.85845	-998	-2.01407403086	-1.36408655285	-5.81758835643
500000.0	-998	-998	2.5013799999999997	0.8316379999999999	1.32110130272	1.2786605448100001	-9.10299016431	-0.701036241268
500000.0	-998	-998	2.71023	1.33349	-998	-0.22883982948800002	-3.5330495427599997	8.974253274330001
500000.0	0.0	-998	0.9154329999999999	-998	1.19211297927	-0.34959652212700004	-7.189902103530001	-12.770923220999999
500000.0	-0.18684800000000001	6.47222	-998	-998	1.29833865741	-0.263981982474	0.33022384874	-4.23026337785
500000.0	-998	4.96782	-998	0.579867	-998	0.938788727876	-12.0999089898	3.3656110794300003
500000.0	-0.125868	-998	-998	1.43351	1.3666265933500001	0.373901143553	0.748780173525	6.89556416087
