Position	beta	iHH12	iHS	nSL	XP-EHH	DDAF	AF	Noise1	Noise2	Noise3	Num_missing
500000	-0.15098	7.23336	5.08295	2.63483	2.89873	1.73841646683	0.56	-0.14627743846799998	2.7178688067000003	-17.8814898046	0
500000	-0.739136	8.11448	3.9611099999999997	1.7253599999999998	1.81276	1.6473658855700002	0.53	-1.08272832091	0.252645491088	-6.071733427459999	0
500000	-0.44667799999999996	5.075080000000001	3.5446	1.46381	2.74268	1.80670440277	0.5825	-0.39948747983499994	0.626387519397	10.5986660625	0
500000	-0.228804	2.4393	3.5389199999999996	1.7398799999999999	0.101814	1.7763542090200002	0.5725	0.9707838859639999	-11.5371667731	14.932758484	0
500000	0.0	6.48391	4.78691	2.4574700000000003	0.2664	1.5183775621200002	0.4875	0.730646115018	5.67576240375	-14.5841267243	0
500000	0.0	6.08429	6.42485	3.15207	2.17691	1.5183775621200002	0.4875	-0.575357426214	6.56361103022	-23.237198634200002	0
500000	-0.35041500000000003	2.42827	3.64702	2.54584	0.5302	1.56390285275	0.5025	2.2690491517	0.26675648033599997	7.382004054049999	0
500000	1.9639380000000002	3.46262	4.49073	2.63322	1.4468299999999998	1.6625409824500001	0.535	1.2915623929	-5.3225352754	-3.1699143990499996	0
500000	-0.502854	4.30357	3.4037800000000002	1.03462	2.1800599999999997	1.40456433554	0.45	-0.512989937707	2.0743823896799998	-5.83311945441	0
500000	-0.44486099999999995	3.7168900000000002	3.8210800000000003	2.12376	1.14046	1.6625409824500001	0.535	-1.2544585908299999	-1.55322803317	30.2102807119	0
500000	-0.298265	9.21493	5.07825	2.61052	2.78478	1.73082891839	0.5575	0.291668592094	-3.4206344102099995	33.844438941	0
500000	-0.061012000000000004	6.589860000000001	4.02237	2.44421	2.18986	1.45767717461	0.4675	0.539242647893	4.748956441640001	5.19647837793	0
500000	0.301748	6.3285	3.8315699999999997	1.80309	1.8778700000000002	1.5259651105599998	0.49	-0.663478079263	0.0515949398325	8.472090401900001	0
500000	0.0	4.1532800000000005	4.527480000000001	2.805	2.82837	1.63977833713	0.5275	0.382317818083	-3.7968148529000003	21.8775569295	0
500000	0.768853	5.14666	4.03255	2.2596	2.16547	1.71565382151	0.5525	-1.28225206034	5.50811530268	-19.773825612	0
500000	0.157247	9.7439	3.72868	0.8191390000000001	1.6262	1.42732698086	0.4575	0.655614918121	5.66442536136	-16.6817129925	0
500000	0.540623	10.475	5.4233400000000005	3.00717	2.41047	1.67771607932	0.54	0.11631705333100001	1.3392837105500002	-3.97672966929	0
500000	0.0	3.70566	4.37775	2.2883400000000003	0.8675700000000001	1.5183775621200002	0.4875	0.82447317995	-1.5635512253400001	-21.5469671083	0
500000	-0.087719	5.91178	4.896780000000001	2.37394	2.2717400000000003	1.5942530465	0.5125	0.0722388593353	-3.26341435592	-10.3600760989	0
500000	0.9496870000000001	7.87438	3.47643	1.3841299999999999	2.2338299999999998	1.55631530431	0.5	0.588389911764	-1.63848485982	-30.061938697	0
500000	1.175671	5.29093	4.2827	1.9779	2.53685	1.6473658855700002	0.53	-0.779477544757	-0.464770908674	3.92470938074	0
500000	0.437615	9.26176	3.68431	2.4521900000000003	2.4043200000000002	1.6018405949399999	0.515	-0.8838890581540001	-1.25981873946	9.38368294901	0
500000	0.948031	2.48298	3.4483800000000002	1.61845	1.06679	1.6018405949399999	0.515	-1.12859099051	7.643971291060001	4.9845088399	0
500000	0.0	5.31853	5.05481	2.6419099999999998	1.79309	1.6625409824500001	0.535	0.085781014734	1.47552936437	-5.575055366980001	0
500000	-0.091632	3.1284	4.5212699999999995	2.48622	1.3630200000000001	1.57907794962	0.5075	-0.204990114441	1.15008725477	4.268314595530001	0
500000	1.0056049999999999	10.1786	5.1853	2.2680000000000002	2.64122	1.48043981993	0.475	-0.9782719004880001	2.39609316605	3.82401109458	0
500000	2.805946	8.56982	3.4177400000000002	1.67402	1.6023	1.60942814338	0.5175	-0.156559172887	3.5531438794	8.828210179289998	0
500000	0.9320809999999999	5.487769999999999	4.60412	3.1736	2.00454	1.6473658855700002	0.53	0.6358332737569999	-6.28978074051	-8.697509156	0
500000	-0.196432	1.5647799999999998	3.5539300000000003	2.49523	-0.534049	0.44853323232299996	0.4875	-0.230870103083	1.16561741821	-9.349813031930001	0
500000	-0.455574	7.26934	4.56625	1.96137	1.35601	1.44250207774	0.4625	-0.640901839036	2.36103427273	22.762760638899998	0
500000	0.11189500000000001	5.09635	3.14479	1.67492	1.12846	1.61701569182	0.52	0.88546483357	6.081767370680001	-24.3227464989	0
500000	1.057668	6.60915	4.338769999999999	2.05206	1.4691	1.46526472305	0.47	-0.892677838822	1.36433192735	12.4868928501	0
500000	-0.257652	2.31033	4.22755	1.6658400000000002	2.19788	1.6928911762	0.545	1.4179482131999999	-7.474852647560001	-23.2327780973	0
500000	2.007175	5.12257	3.4987199999999996	1.01314	2.5243	1.63977833713	0.5275	-0.18249617800700002	-4.68034549635	-15.947405856500001	0
500000	-0.728958	7.8719	5.21454	3.03016	2.41946	1.56390285275	0.5025	0.8899008239299999	4.948953292440001	8.62751755759	0
500000	-0.279917	5.35115	3.43981	1.60805	1.07155	1.6018405949399999	0.515	1.17670117801	8.57787361958	5.42036108125	0
500000	1.347715	8.659980000000001	3.12851	1.1892	2.03539	1.60942814338	0.5175	-0.421283266721	2.3288864501299997	-16.4336432453	0
500000	0.0	4.1689099999999994	5.40982	3.02608	1.24724	1.6246032402500001	0.5225	2.60715302164	5.429006374759999	-1.52475218855	0
500000	0.0	2.35022	4.778969999999999	2.28943	0.44486899999999996	1.6473658855700002	0.53	-2.36991550125	-1.81854592093	11.957003453599999	0
500000	0.6341600000000001	3.89695	4.4254	2.67008	1.73322	1.55631530431	0.5	-0.28945981829399997	6.009065682339999	16.3613607212	0
500000	-0.30402199999999996	7.9513300000000005	3.6890400000000003	1.18414	1.85152	1.60942814338	0.5175	-0.903717438624	-3.4489441828300005	2.0159010551599996	0
500000	-0.302797	6.31772	3.9911300000000005	2.01506	1.2766600000000001	1.56390285275	0.5025	-2.42949651481	-2.6633483560799998	12.272925539600001	0
500000	0.0	5.97248	4.34164	1.74311	1.73948	1.68530362776	0.5425	0.185990096944	5.02250146764	2.20073412938	0
500000	-0.44751599999999997	7.72915	3.79699	1.0829	2.27913	1.48043981993	0.475	-0.508848710487	13.7368096332	-23.794532319	0
500000	-0.563127	5.05601	5.18072	3.5923800000000004	1.3708799999999999	1.7763542090200002	0.5725	-0.372742038018	5.6853514908500005	8.33953211545	0
500000	1.231079	6.64455	3.6951199999999997	2.22973	0.334742	1.6018405949399999	0.515	-1.10108049599	-4.08746080538	7.154114550239999	0
500000	0.8525370000000001	8.8849	3.99575	2.0800099999999997	2.02133	1.57149040119	0.505	1.09713262733	7.941795182330001	-4.30974703689	0
500000	2.6065549999999997	11.776	3.9944599999999997	1.7031599999999998	2.69944	1.6928911762	0.545	0.658876204207	2.59639640833	-17.8405992171	0
500000	0.080135	2.95202	3.1080400000000004	1.14739	1.14295	1.6018405949399999	0.515	-1.70850636227	5.022993757669999	-0.559981432372	0
500000	0.0	7.1435	3.86366	1.23015	2.69274	1.5335526590000002	0.4925	-1.2046989475299998	-5.56465038227	20.0927048276	0
500000	-0.309813	7.9856300000000005	5.12282	2.21117	1.9180400000000002	1.70047872464	0.5475	-0.577699587137	3.56802380415	-8.946267418189999	0
500000	1.2235200000000002	7.051260000000001	2.8691299999999997	1.32145	1.72632	1.58666549806	0.51	0.12575089338099998	2.25900588996	6.53793161477	0
500000	0.877058	5.70186	4.8661	1.9212900000000002	2.44587	1.6321907886899998	0.525	-1.14433283389	0.95435781239	-17.581756364500002	0
500000	0.0	10.3158	4.01415	1.66445	2.4547	1.5335526590000002	0.4925	1.8023773551900002	8.55163075081	-24.0208015819	0
500000	0.903749	5.93595	4.52952	2.85121	1.47348	1.4956149168000001	0.48	1.32933743876	2.1221246043799997	14.6142227171	0
500000	0.0	6.482	4.86154	2.50457	1.9202299999999999	1.54114020743	0.495	-1.21427560644	5.250533900580001	2.44015176466	0
500000	0.616917	7.56445	4.2167699999999995	2.3056799999999997	1.87832	1.4956149168000001	0.48	-1.17576242413	1.1762214284999999	2.08090093303	0
500000	1.470468	3.68678	2.03828	0.212484	1.9955900000000002	1.42732698086	0.4575	-0.0052364345534799996	5.46272611579	-46.028417661499994	0
500000	-0.084913	7.9217	4.48982	2.30084	2.74315	1.57907794962	0.5075	-1.10964491648	0.30034319323	19.1861573228	0
500000	-0.144341	5.00237	4.8339	3.1612	-0.892339	0.224700553394	0.4975	-0.450014266692	-6.81730703582	1.4879063058700002	0
500000	-0.14718599999999998	2.6543200000000002	3.6508300000000005	2.2660099999999996	1.61976	1.6246032402500001	0.5225	1.1835635727399998	12.8343905375	24.592772894499998	0
500000	0.6977369999999999	3.9609400000000003	4.8677	3.13329	0.901684	1.5183775621200002	0.4875	0.24285450479899998	-9.11442265854	4.70112662458	0
500000	0.0	5.60283	3.9580699999999998	1.7826400000000002	1.69737	1.4956149168000001	0.48	-0.633637677249	7.73554276541	9.55302083493	0
500000	-0.142768	6.78097	4.115130000000001	2.21628	1.59443	1.68530362776	0.5425	-0.540117258537	5.42464429181	9.94271960141	0
500000	0.0	2.87454	4.5736	2.42908	1.60146	1.6246032402500001	0.5225	2.43075565032	-1.23271915201	6.61849317171	0
500000	0.015062	6.47202	5.81461	3.5379400000000003	3.0226599999999997	1.73841646683	0.56	1.00871660365	4.4657342218	-9.56242245552	0
500000	1.459692	8.41509	5.34708	2.84213	2.08914	1.6549534340099998	0.5325	0.15362153556299998	7.50822834034	-36.6650297872	0
500000	-0.29843200000000003	7.57897	4.99108	2.66125	1.9571900000000002	1.5942530465	0.5125	0.123284913249	-1.3337462651899998	7.625689989910001	0
500000	-0.151593	4.0421	3.2025200000000003	1.05703	2.32176	1.5487277558700001	0.4975	2.50418642557	4.93207844668	-7.3152324561	0
500000	-0.140229	9.93925	5.76746	3.04976	2.89909	1.71565382151	0.5525	-0.476889408947	-2.85947937093	17.3232893661	0
500000	1.519491	8.889289999999999	3.71719	1.83483	1.35566	1.6018405949399999	0.515	-0.512122452301	-1.4683519213	-21.435484529300002	0
500000	-0.589479	6.852	4.4622	1.5575700000000001	2.62554	1.67012853088	0.5375	-0.062210044977699996	-0.677802694443	0.810368904137	0
500000	-0.15224300000000002	2.74514	5.49426	2.92026	2.66033	1.70047872464	0.5475	-0.569462680638	0.741615981811	3.8841387284199995	0
500000	-0.011886	7.04828	4.14581	2.64958	1.53754	1.5259651105599998	0.49	0.8284528291490001	-3.42124383598	28.753303375399998	0
500000	0.0	1.7551	3.7067	2.94107	-0.557275	0.528202490925	0.5225	-0.35181853452699996	9.3262246933	-11.7303249006	0
500000	-0.188096	5.7771	5.36005	2.9774599999999998	1.40523	1.8294670480900002	0.59	-0.9622460855670001	-0.273416439008	5.88465080863	0
500000	1.0986360000000002	6.423369999999999	4.48361	1.5687200000000001	1.6115	1.5183775621200002	0.4875	-0.69319758083	11.2438182247	21.9451363299	0
500000	-0.082118	6.22604	6.3244	3.09972	2.7027900000000002	1.6928911762	0.545	-0.186631139547	-3.70861277542	-11.773039817699999	0
500000	-0.379422	5.4324	5.12796	3.15136	0.685929	1.5183775621200002	0.4875	-1.04440158819	1.07766560266	15.8307917663	0
500000	0.22888699999999998	4.4778	3.90789	1.88917	1.7599	1.6928911762	0.545	0.9947296777399999	-4.948199536830001	0.122779463457	0
500000	-0.29557100000000003	8.0374	3.57536	1.5472700000000001	1.8776700000000002	1.71565382151	0.5525	1.05836046957	3.9021298245	1.03666566355	0
500000	0.0	4.55334	4.63929	2.4569900000000002	-0.0927877	1.4956149168000001	0.48	1.5505448108700002	0.6908968967560001	5.00150272672	0
500000	-0.346477	7.463480000000001	4.60668	1.8513099999999998	2.25197	1.6928911762	0.545	2.15491100742	3.21083037948	-5.64232241711	0
500000	1.4003860000000001	7.402830000000001	4.9549199999999995	2.80183	2.3006	1.5259651105599998	0.49	-0.910434880024	1.60369578898	19.1037083184	0
500000	1.171383	6.0906199999999995	5.33044	3.31356	1.00032	1.57907794962	0.51	-0.570844979419	-6.950313081539999	4.542891873069999	0
500000	-0.681005	7.12785	4.0623	1.8499700000000001	2.86899	1.56390285275	0.5025	0.343698586087	-4.42324039762	-1.1167511389799998	0
500000	0.0	8.9366	3.6240699999999997	1.0791	2.10075	1.48802736837	0.4775	0.914308629339	1.74078633597	4.13487579798	0
500000	3.735035	12.2312	5.8358300000000005	2.4812	2.32125	1.5487277558700001	0.4975	0.19465353200899999	0.18703616881299998	-4.152871853730001	0
500000	-0.27314499999999997	11.3782	5.52466	2.13342	3.50127	1.6246032402500001	0.5225	-1.5020378613799998	4.95591993508	-41.7482832511	0
500000	0.766367	6.02135	4.88665	2.72968	1.07813	1.48043981993	0.475	0.538512674369	-6.60177069609	24.854984192	0
500000	-0.045467	4.80699	4.22415	1.54262	1.3254700000000001	1.3438639480399999	0.43	-0.12364678809	11.3115486874	17.3952630166	0
500000	0.0	15.9782	4.007219999999999	0.773668	2.54849	1.4956149168000001	0.48	0.575782790891	6.30338903125	-17.8040107315	0
500000	-0.172601	7.648610000000001	4.935309999999999	1.95242	2.09964	1.40456433554	0.45	-0.027251265356200004	2.75522263861	-10.9790736483	0
500000	-0.29899699999999996	4.56543	5.54176	2.13956	2.47927	1.4349145293	0.46	-0.385901092506	-0.253891997749	-18.5929383543	0
500000	0.546088	10.7964	4.3168	1.77748	1.22926	1.18452543083	0.3775	0.464905069903	8.25263365537	-9.82250761628	0
500000	-0.385873	5.30619	5.189830000000001	2.4549	0.6559229999999999	1.46526472305	0.47	0.458471467486	-2.29704079968	-9.258909935830001	0
500000	-0.300794	9.39304	5.44953	1.5558299999999998	2.10968	1.63977833713	0.5275	-0.684141462316	0.107814109712	13.285607716500001	0
500000	1.2132969999999998	11.9948	4.92483	1.8930099999999999	1.93196	1.5942530465	0.5125	-2.3367648507900003	-5.27665650378	-2.0282477907	0
500000	0.273877	3.15005	4.97029	3.0200299999999998	0.243364	1.20728807615	0.385	1.10394236347	4.588086892290001	5.48175993681	0
500000	-0.254148	5.68458	5.4808	2.60648	1.7468599999999999	1.71565382151	0.5525	1.49199610537	1.41809802266	-2.0254498656599997	0
500000	-0.456646	3.20676	3.47928	1.9240700000000002	1.4130200000000002	1.16935033396	0.3725	-0.245281031717	3.0404744698500004	17.9194417817	0
500000	0.0	13.4111	5.3302	2.27852	3.79651	1.70047872464	0.5475	-0.528085226311	-4.51484429949	11.765029307999999	0
500000	0.723409	11.9851	4.1974599999999995	1.22033	3.3086599999999997	1.56390285275	0.5025	0.6572123747909999	1.8444481001400004	6.579257854400001	0
500000	-0.44649799999999995	0.965616	4.85455	1.67042	2.31733	1.38180169023	0.4425	-0.0428771919128	1.6047320526	-19.6555679472	0
500000	-0.167578	10.1552	5.17957	2.23081	3.11603	1.5942530465	0.5125	0.48738788547300005	6.55415127093	5.49772297916	0
500000	-0.14566300000000001	8.24245	4.73013	1.75847	1.86742	1.5335526590000002	0.4925	-0.900320528415	4.37207195126	14.0526559927	0
